/home/marcin/.sdkman/candidates/java/14.0.2-open/bin/java -javaagent:/home/marcin/apki/ideaIC-2019.3.3/idea-IC-193.6494.35/lib/idea_rt.jar=39985:/home/marcin/apki/ideaIC-2019.3.3/idea-IC-193.6494.35/bin -Dfile.encoding=UTF-8 -classpath /home/marcin/development/private/others/rozmowa-kwalifikacyjna/coding-test/elevators/target/classes:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter-web/2.4.4/spring-boot-starter-web-2.4.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter/2.4.4/spring-boot-starter-2.4.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot/2.4.4/spring-boot-2.4.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/2.4.4/spring-boot-autoconfigure-2.4.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter-logging/2.4.4/spring-boot-starter-logging-2.4.4.jar:/home/marcin/.m2/repository/ch/qos/logback/logback-classic/1.2.3/logback-classic-1.2.3.jar:/home/marcin/.m2/repository/ch/qos/logback/logback-core/1.2.3/logback-core-1.2.3.jar:/home/marcin/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.13.3/log4j-to-slf4j-2.13.3.jar:/home/marcin/.m2/repository/org/apache/logging/log4j/log4j-api/2.13.3/log4j-api-2.13.3.jar:/home/marcin/.m2/repository/org/slf4j/jul-to-slf4j/1.7.30/jul-to-slf4j-1.7.30.jar:/home/marcin/.m2/repository/jakarta/annotation/jakarta.annotation-api/1.3.5/jakarta.annotation-api-1.3.5.jar:/home/marcin/.m2/repository/org/yaml/snakeyaml/1.27/snakeyaml-1.27.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter-json/2.4.4/spring-boot-starter-json-2.4.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.11.4/jackson-databind-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.11.4/jackson-annotations-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.11.4/jackson-core-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.11.4/jackson-datatype-jdk8-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.11.4/jackson-datatype-jsr310-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.11.4/jackson-module-parameter-names-2.11.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/2.4.4/spring-boot-starter-tomcat-2.4.4.jar:/home/marcin/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/9.0.44/tomcat-embed-core-9.0.44.jar:/home/marcin/.m2/repository/org/glassfish/jakarta.el/3.0.3/jakarta.el-3.0.3.jar:/home/marcin/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/9.0.44/tomcat-embed-websocket-9.0.44.jar:/home/marcin/.m2/repository/org/springframework/spring-web/5.3.5/spring-web-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-beans/5.3.5/spring-beans-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-webmvc/5.3.5/spring-webmvc-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-aop/5.3.5/spring-aop-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-context/5.3.5/spring-context-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-expression/5.3.5/spring-expression-5.3.5.jar:/home/marcin/.m2/repository/com/google/guava/guava/30.1.1-jre/guava-30.1.1-jre.jar:/home/marcin/.m2/repository/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.jar:/home/marcin/.m2/repository/com/google/guava/listenablefuture/9999.0-empty-to-avoid-conflict-with-guava/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/home/marcin/.m2/repository/com/google/code/findbugs/jsr305/3.0.2/jsr305-3.0.2.jar:/home/marcin/.m2/repository/org/checkerframework/checker-qual/3.8.0/checker-qual-3.8.0.jar:/home/marcin/.m2/repository/com/google/errorprone/error_prone_annotations/2.5.1/error_prone_annotations-2.5.1.jar:/home/marcin/.m2/repository/com/google/j2objc/j2objc-annotations/1.3/j2objc-annotations-1.3.jar:/home/marcin/.m2/repository/javax/validation/validation-api/2.0.1.Final/validation-api-2.0.1.Final.jar:/home/marcin/.m2/repository/org/slf4j/slf4j-api/1.7.30/slf4j-api-1.7.30.jar:/home/marcin/.m2/repository/org/springframework/spring-core/5.3.5/spring-core-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-jcl/5.3.5/spring-jcl-5.3.5.jar com.tingco.codechallenge.elevator.ElevatorApplication

  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
 \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
  '  |____| .__|_| |_|_| |_\__, | / / / /
 =========|_|==============|___/=/_/_/_/
 :: Spring Boot ::                (v2.4.4)

2021-04-20 23:33:29,566 INFO  [main] org.springframework.boot.StartupInfoLogger: Starting ElevatorApplication using Java 14.0.2 on mandingo with PID 16644 (/home/marcin/development/private/others/rozmowa-kwalifikacyjna/coding-test/elevators/target/classes started by marcin in /home/marcin/development/private/others/rozmowa-kwalifikacyjna/coding-test/elevators)
2021-04-20 23:33:29,574 INFO  [main] org.springframework.boot.SpringApplication: No active profile set, falling back to default profiles: default
2021-04-20 23:33:31,050 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-04-20 23:33:31,065 INFO  [main] org.apache.juli.logging.DirectJDKLog: Initializing ProtocolHandler ["http-nio-8080"]
2021-04-20 23:33:31,066 INFO  [main] org.apache.juli.logging.DirectJDKLog: Starting service [Tomcat]
2021-04-20 23:33:31,066 INFO  [main] org.apache.juli.logging.DirectJDKLog: Starting Servlet engine: [Apache Tomcat/9.0.44]
2021-04-20 23:33:31,150 INFO  [main] org.apache.juli.logging.DirectJDKLog: Initializing Spring embedded WebApplicationContext
2021-04-20 23:33:31,151 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 1413 ms
2021-04-20 23:33:31,619 INFO  [main] org.apache.juli.logging.DirectJDKLog: Starting ProtocolHandler ["http-nio-8080"]
2021-04-20 23:33:31,644 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-04-20 23:33:31,658 INFO  [main] org.springframework.boot.StartupInfoLogger: Started ElevatorApplication in 2.954 seconds (JVM running for 3.695)
2021-04-20 23:33:36,300 INFO  [http-nio-8080-exec-1] org.apache.juli.logging.DirectJDKLog: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-04-20 23:33:36,301 INFO  [http-nio-8080-exec-1] org.springframework.web.servlet.FrameworkServlet: Initializing Servlet 'dispatcherServlet'
2021-04-20 23:33:36,303 INFO  [http-nio-8080-exec-1] org.springframework.web.servlet.FrameworkServlet: Completed initialization in 2 ms
2021-04-20 23:33:36,342 INFO  [http-nio-8080-exec-1] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Received request to move elevator to floor 3
2021-04-20 23:33:36,356 INFO  [http-nio-8080-exec-1] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Assign request to send stopped elevator to floor 3 
2021-04-20 23:33:36,360 INFO  [http-nio-8080-exec-1] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Sent request to stopped elevator 5 to move to floor 3
2021-04-20 23:33:36,364 INFO  [pool-1-thread-1] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 is calculating direction...
2021-04-20 23:33:36,365 INFO  [pool-1-thread-1] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 has chosen direction UP
2021-04-20 23:33:36,368 INFO  [pool-1-thread-1] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 0 towards floor 3
2021-04-20 23:33:37,370 INFO  [pool-1-thread-1] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 1 towards floor 3
2021-04-20 23:33:38,372 INFO  [pool-1-thread-1] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 2 towards floor 3
2021-04-20 23:33:41,374 INFO  [pool-1-thread-1] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 stops at floor 3 which is destination floor
2021-04-20 23:33:46,034 WARN  [http-nio-8080-exec-2] com.tingco.codechallenge.elevator.impl.validator.ElevatorRequestValidator: Improper value for 99 for floor Target floor
2021-04-20 23:33:58,424 INFO  [http-nio-8080-exec-4] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Received request to move elevator to floor 30
2021-04-20 23:33:58,426 INFO  [http-nio-8080-exec-4] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Assign request to send stopped elevator to floor 30 
2021-04-20 23:33:58,429 INFO  [http-nio-8080-exec-4] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Sent request to stopped elevator 5 to move to floor 30
2021-04-20 23:33:58,433 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 is calculating direction...
2021-04-20 23:33:58,434 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 has chosen direction UP
2021-04-20 23:33:58,435 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 3 towards floor 30
